report_date,client_id,col1454,col2174,col2182,col2190,col2220,col2221,col2222,col2292,col2293,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2366,col2388,col2389,col2390,col2470,col2663
2023-02-01,29,10c93038-555a-ed11-b822-005056b8a6c4,6.0,2.0,1.0,9165560.51,10000.0,2303890.1275,4.0,4.0,4.0,306847.0,299879.0,302201.66666667,8834435.34,8521141.19,8730003.95666667,1.0,29.46,27.77,28.89666666666667,68.0,0.2660206002085261
2022-02-01,30,12285d31-e47f-4044-b18a-6e590188fcf2,3.0,1.0,1.0,10370354.85,10000.0,3469118.28333333,21.0,21.0,21.0,139581.0,139581.0,139581.0,10698883.65,10698883.65,10698883.65,3.0,76.65,76.65,76.65,275.0,0.2567183659523679
2022-12-01,31,13518128-3ebd-4b5f-9bdd-9220048a60de,3.0,1.0,1.0,15954140.79,27000.0,5337046.93,9.0,9.0,9.0,277621.0,277621.0,277621.0,16823832.6,16823832.6,16823832.6,2.0,60.6,60.6,60.6,728.0,0.2939887692826054
2022-02-01,32,1361f472-a35e-4eb1-af5d-3308b40bcc3a,6.0,2.0,2.0,6393292.48,5000.0,1969255.21166667,13.0,11.0,12.0,156272.0,130077.0,143174.5,6533767.71,5489835.36,6011801.535,1.5,50.23,35.13,42.68,489.0,0.2562613816564786
2022-10-01,33,1464db6a-d629-ed11-b824-005056b89b68,3.0,1.0,1.0,8527501.44,10000.0,2852500.48,5.0,5.0,5.0,212637.0,212637.0,212637.0,6957482.64,6957482.64,6957482.64,1.0,32.72,32.72,32.72,13.0,0.2570165748042274
2022-12-01,34,15ce3286-7a62-ed11-b822-005056b8a6c4,3.0,1.0,1.0,9587178.79,10000.0,3209059.59666667,3.0,3.0,3.0,212848.0,212848.0,212848.0,8473478.88,8473478.88,8473478.88,1.0,39.81,39.81,39.81,3.0,0.2576983466994116
2021-08-01,35,169e0338-95c5-4ab5-b94b-d7a55c501214,2.0,1.0,1.0,4409879.07,10000.0,2209939.535,11.0,11.0,11.0,148369.0,148369.0,148369.0,4464423.21,4464423.21,4464423.21,1.0,30.09,30.09,30.09,2.0,0.2562613816564786
2021-05-01,36,16c5c669-adb2-412b-81e7-dad059f75b59,3.0,1.0,2.0,2052028.5,10000.0,1371352.33333333,2.0,2.0,2.0,105000.0,105000.0,105000.0,2548350.0,2548350.0,2548350.0,1.0,24.27,24.27,24.27,940.0,0.2562613816564786
2022-05-01,37,189071aa-fa12-453a-817e-a7e40ee5aa77,6.0,2.0,2.0,14511979.96,0.0,4840659.98666667,13.0,10.0,11.5,227439.0,227439.0,227439.0,14521980.15,14521980.15,14521980.15,2.0,63.85,63.85,63.85,150.0,0.2560610222605129
2022-11-01,38,1965970f-ef35-47ce-9c37-32ed3b0b7427,2.0,1.0,1.0,7630164.31,10000.0,3820082.155,11.0,11.0,11.0,220814.0,220814.0,220814.0,7640164.4,7640164.4,7640164.4,1.0,34.6,34.6,34.6,528.0,0.2565996261339365
2022-10-01,39,19bada22-21b7-4824-9317-ce498bf89e96,9.0,2.0,4.0,5405894.25,5000.0,2392590.98888889,13.0,6.0,9.11111111111111,213048.0,209758.0,211220.22222222,5639380.56,5552294.26,5590999.28222222,1.0,26.47,26.47,26.47,555.0,0.2562613816564786
2022-04-01,40,19dff5c4-218f-436a-bf8a-b35acbea6f28,2.0,1.0,1.0,3708657.41,10500.0,1859578.705,1.0,1.0,1.0,108300.0,108300.0,108300.0,4022262.0,4022262.0,4022262.0,1.0,37.14,37.14,37.14,593.0,0.2562613816564786
2023-02-01,42,1ac8a684-c7f3-4b73-9d49-eee7c9ae7ea6,2.0,0.0,1.0,3387281.76,37000.0,1712140.88,24.0,24.0,24.0,87600.0,87600.0,87600.0,3681828.0,3681828.0,3681828.0,1.0,42.03,42.03,42.03,2112.0,0.2562613816564786
2022-03-01,43,1b147f1c-66d8-4245-8d8e-8e3253ddf560,2.0,1.0,1.0,5448558.0,10000.0,2729279.0,13.0,13.0,13.0,207313.25,207313.25,207313.25,5458557.87,5458557.87,5458557.87,1.0,26.33,26.33,26.33,397.0,0.2574735476686629
2022-07-01,44,1bfc7fca-fd17-43a4-9085-90ffc86b4217,10.0,3.0,3.0,12647985.87,0.0,2599046.176,20.0,11.0,16.4,339971.0,216855.0,286435.7,19480338.3,693936.0,13055451.48,2.0,59.2,3.2,41.64,254.0,0.2562613816564786
2022-12-01,45,1cb6ff66-9dc9-4756-82af-7c462d39693b,2.0,1.0,1.0,8084489.3,10000.0,4047244.65,6.0,6.0,6.0,145232.0,145232.0,145232.0,8040043.52,8040043.52,8040043.52,2.0,55.36,55.36,55.36,407.0,0.2581665753739357
2022-04-01,46,1cfabb09-429d-43a4-a5a3-cb16979c8e47,4.0,1.0,2.0,5108218.84,10000.0,2563359.42,10.0,10.0,10.0,222493.0,222493.0,222493.0,8521481.9,8521481.9,8521481.9,1.0,38.3,38.3,38.3,739.0,0.2562613816564786
2022-11-01,47,1db2162a-a9e4-ec11-b822-005056b8a6c4,3.0,1.0,1.0,7970564.54,10000.0,2666854.84666667,8.0,8.0,8.0,151269.0,151269.0,151269.0,6885764.88,6885764.88,6885764.88,2.0,45.52,45.52,45.52,115.0,0.258239748477008
2023-01-01,48,1e294664-8b56-ed11-b822-005056b8a6c4,3.0,1.0,1.0,6725641.43,10000.0,2251880.47666667,13.0,13.0,13.0,181223.0,181223.0,181223.0,6984334.42,6984334.42,6984334.42,1.0,38.54,38.54,38.54,62.0,0.2551071103833721
2023-02-01,49,1eaa0d13-b8a0-4e07-aa1a-92ac242aed90,3.0,1.0,1.0,4348388.8,10000.0,1461796.26666667,14.0,14.0,14.0,175675.0,175675.0,175675.0,4537685.25,4537685.25,4537685.25,1.0,25.83,25.83,25.83,794.0,0.2634297521365618
2022-11-01,50,205d707a-4f9e-42b8-9e62-104f56c7d392,4.0,2.0,1.0,6521658.37,10000.0,1664664.5925,23.0,11.0,14.0,214460.0,182666.0,190614.5,19848273.0,6749508.7,10024199.775,1.75,92.55,36.95,50.85,473.0,0.2605339674028874
2022-08-01,51,215aa8e0-237e-4261-a38b-ec34957b37cb,6.0,2.0,2.0,27582087.49,5000.0,4741806.13833333,20.0,20.0,20.0,292395.0,202967.0,247681.0,29414937.0,893054.8,15153995.9,4.0,100.6,4.4,52.5,407.0,0.2572174233749946
2022-09-01,52,21b507d2-51d5-475f-ae1c-a7bfa80bc067,3.0,1.0,2.0,4996874.61,10000.0,3334583.07333333,7.0,7.0,7.0,142646.0,142646.0,142646.0,5006874.6,5006874.6,5006874.6,1.0,35.53,35.53,35.53,,0.2562613816564786
2021-10-01,53,231c784f-294b-4aaf-8746-ac59f62d0595,2.0,1.0,1.0,3787050.21,10500.0,1898775.105,8.0,8.0,8.0,161001.0,161001.0,161001.0,4026635.01,4026635.01,4026635.01,1.0,25.01,25.01,25.01,403.0,0.2562613816564786
2021-08-01,54,23d23d6c-d966-40c2-a2a2-44d37aeb0518,2.0,1.0,1.0,3333405.9,10000.0,1671702.95,6.0,6.0,6.0,151973.0,151973.0,151973.0,3343406.0,3343406.0,3343406.0,1.0,22.0,22.0,22.0,53.0,0.2562613816564786
2023-02-01,55,2414a0d7-0e5a-ed11-b822-005056b8a6d9,3.0,1.0,1.0,20869302.15,30000.0,6976434.05,14.0,14.0,14.0,326405.0,326405.0,326405.0,25394309.0,25394309.0,25394309.0,4.0,77.8,77.8,77.8,62.0,0.3200798164512687
2021-08-01,56,24490101-540b-43f7-a1e7-2ee72ec59d3e,3.0,1.0,1.0,4472049.15,27000.0,1516349.71666667,16.0,16.0,16.0,178603.0,178603.0,178603.0,4613315.49,4613315.49,4613315.49,1.0,25.83,25.83,25.83,170.0,0.263619190082173
2022-05-01,57,24d8dd34-310b-4a21-9988-4a80f63a461d,5.0,1.0,2.0,7745838.46,10000.0,2733960.292,14.0,9.0,11.0,156476.0,126900.0,144645.6,7856659.96,6421140.0,7282451.976,2.0,51.3,50.21,50.646,367.0,0.2570165748042274
2022-02-01,58,25e6d8f4-5acf-4f71-91f2-9baa17e5dda2,2.0,1.0,1.0,4780393.36,10500.0,2395446.68,8.0,8.0,8.0,161001.0,161001.0,161001.0,5116611.78,5116611.78,5116611.78,1.0,31.78,31.78,31.78,523.0,0.2562613816564786
2022-04-01,59,262cac94-d59f-47c1-af24-0b5983019a45,2.0,1.0,1.0,6719402.08,10500.0,3364951.04,3.0,3.0,3.0,192834.0,192834.0,192834.0,7144499.7,7144499.7,7144499.7,1.0,37.05,37.05,37.05,514.0,0.2562613816564786
2023-02-01,60,269b964a-2d4d-ed11-b824-005056b89b68,3.0,1.0,1.0,7709260.55,10000.0,2583086.85,14.0,14.0,14.0,173924.0,173924.0,173924.0,6162127.32,6162127.32,6162127.32,1.0,35.43,35.43,35.43,60.0,0.2644643498271329
2022-10-01,63,29e7ca5b-4e30-ed11-b826-005056b81dee,3.0,1.0,1.0,15938292.35,10000.0,5326097.45,3.0,3.0,3.0,184096.0,184096.0,184096.0,13122362.88,13122362.88,13122362.88,3.0,71.28,71.28,71.28,2.0,0.2570165748042274
2023-01-01,64,29eff6ae-d441-4f1d-a015-a1a39af31155,2.0,1.0,1.0,4403271.62,10000.0,2206635.81,9.0,9.0,9.0,190358.0,190358.0,190358.0,4140286.5,4140286.5,4140286.5,1.0,21.75,21.75,21.75,428.0,0.2567636136834121
2022-10-01,65,2a4a4295-8fab-4c38-9940-1afabab0bf1b,3.0,1.0,1.0,7388594.19,10000.0,2475198.06333333,11.0,11.0,11.0,188010.0,188010.0,188010.0,7133099.4,7133099.4,7133099.4,1.0,37.94,37.94,37.94,394.0,0.2562613816564786
2022-04-01,66,2b602c72-e3cb-4213-9768-02ea0ca04086,7.0,1.0,3.0,17567969.62,5000.0,3113094.51714286,21.0,13.0,17.285714285714285,224324.1,66500.0,135081.75714286,18888089.22,1660542.0,9273095.95142857,1.8571428571428568,84.2,23.79,53.46571428571429,577.0,0.2556113676384911
2022-05-01,67,2bcdd2a4-7a6c-44a9-950d-531fa442f63a,3.0,1.0,1.0,9291831.18,10000.0,3109610.39333333,12.0,12.0,12.0,173741.0,173741.0,173741.0,8716585.97,8716585.97,8716585.97,2.0,50.17,50.17,50.17,198.0,0.2635199497628909
2021-02-01,68,2bf41094-6d8b-4371-a4aa-56d990aaa77b,2.0,1.0,1.0,7536461.39,10000.0,3773230.695,8.0,8.0,8.0,106108.0,106108.0,106108.0,7860480.64,7860480.64,7860480.64,3.0,74.08,74.08,74.08,73.0,0.256437301200215
2021-08-01,69,2c0e2095-7f57-4905-8a1e-4df9827de205,12.0,5.0,7.0,3071160.0,10500.0,1648703.51833333,6.0,1.0,3.083333333333333,99500.0,87500.0,92458.33333333,3284495.0,3013465.0,3146769.58333333,1.0,35.92,33.01,34.09,961.0,0.2569190620677391
2021-08-01,70,2c213cde-7a14-4ab3-8368-30cf4dd08c61,2.0,1.0,1.0,5591968.02,10000.0,2800984.01,8.0,8.0,8.0,188277.0,188277.0,188277.0,5716089.72,5716089.72,5716089.72,1.0,30.36,30.36,30.36,248.0,0.2562613816564786
2022-02-01,71,2c7f3538-b521-4b0b-b8b9-1b5a23e0de80,4.0,2.0,1.0,7864977.09,10000.0,1977994.2725,10.0,-1.0,7.25,2014119.0,253684.06,693792.795,11753182.35,2014119.0,9318416.5125,2.0,46.33,13.3,38.0725,157.0,0.2697219875066544
2023-02-01,72,2d6598da-68ad-4a51-905e-e19ec4bc0fa7,3.0,1.0,1.0,12283267.09,1000.0,4104755.69666667,5.0,5.0,5.0,349040.0,349040.0,349040.0,12425824.0,12425824.0,12425824.0,2.0,35.6,35.6,35.6,9.0,0.3165941276008015
2022-12-01,74,2e84acca-4619-437e-b473-a14892360616,3.0,2.0,1.0,4822121.74,10000.0,1614040.58,10.0,9.0,9.666666666666666,194509.0,146873.0,162751.66666667,7155986.11,4832121.7,5606743.17,1.0,36.79,32.9,34.19666666666667,453.0,0.2562613816564786
2023-01-01,75,303f5f69-d700-404d-873e-53f76224e97a,6.0,2.0,2.0,6080221.84,10000.0,1748046.58833333,14.0,2.0,8.0,267424.0,185080.0,226252.0,6415501.76,4245735.2,5330618.48,1.0,23.99,22.94,23.465,298.0,0.257688171751113
2023-02-01,76,3056e13c-b14f-ed11-b826-005056b81dee,3.0,1.0,1.0,10559544.48,10000.0,3529848.16,4.0,4.0,4.0,331550.0,331550.0,331550.0,9787356.0,9787356.0,9787356.0,1.0,29.52,29.52,29.52,90.0,0.2570165748042274
2022-11-01,77,3068aaa7-dcef-ec11-b822-005056b8a6d9,3.0,1.0,1.0,6396327.4,10000.0,2142109.13333333,10.0,10.0,10.0,164392.0,164392.0,164392.0,5824408.56,5824408.56,5824408.56,1.0,35.43,35.43,35.43,122.0,0.2585078115133585
2022-07-01,78,310ab1d3-c990-4552-978d-90bd082cbf29,4.0,2.0,1.0,9777118.41,10000.0,2454029.6025,10.0,8.0,8.5,165339.0,143287.0,148800.0,10300619.7,8926780.1,9270240.0,2.0,62.3,62.3,62.3,191.0,0.2615879753766928
2022-01-01,79,31339100-c51d-4d8c-9b6a-37ac9f710f06,3.0,1.0,1.0,6592937.02,10000.0,2209979.00666667,5.0,5.0,5.0,245352.0,245352.0,245352.0,6337442.16,6337442.16,6337442.16,1.0,25.83,25.83,25.83,17.0,0.2569190620677391
2022-06-01,81,3242de2e-ba97-486c-bee8-54d4a798cf50,3.0,1.0,1.0,4052843.1,10000.0,1360614.36666667,10.0,10.0,10.0,174242.0,174242.0,174242.0,3960520.66,3960520.66,3960520.66,1.0,22.73,22.73,22.73,160.0,0.2562613816564786
2022-08-01,82,32c01fbb-649c-ec11-b825-005056b81dee,4.0,1.0,1.0,4352179.22,10000.0,1460726.40666667,11.0,11.0,11.0,188594.0,188594.0,188594.0,4362179.22,4362179.22,4362179.22,1.0,23.13,23.13,23.13,125.0,0.2562613816564786
2023-02-01,83,331e4ac6-e2c8-433d-9ced-78454af4b3c5,3.0,1.0,1.0,5056542.9,10000.0,1695180.96666667,1.0,1.0,1.0,156710.0,156710.0,156710.0,5270157.3,5270157.3,5270157.3,1.0,33.63,33.63,33.63,410.0,0.2562613816564786
2022-02-01,84,33889481-05fd-4e46-93e2-3ca7b0502162,3.0,1.0,1.0,6344190.68,10000.0,2127063.56,6.0,6.0,6.0,182767.0,182767.0,182767.0,6490056.17,6490056.17,6490056.17,1.0,35.51,35.51,35.51,219.0,0.2562613816564786
2021-05-01,87,37a0a11e-ecad-4158-b23b-9e857037b7de,4.0,2.0,1.0,7724881.75,10000.0,1942970.4375,19.0,5.0,8.5,236540.0,158713.0,178169.75,8309650.2,7972153.99,8056528.0425,1.75,50.23,35.13,46.455,16.0,0.2572174233749946
2022-09-01,89,37f9ba44-eeeb-42f3-a4ff-f56a7cee75d9,3.0,1.0,2.0,5344674.6,10000.0,3566449.73333333,6.0,6.0,6.0,149562.0,149562.0,149562.0,5518837.8,5518837.8,5518837.8,1.0,36.91,36.91,36.91,,0.256437301200215
2022-04-01,90,391050d6-6c78-4380-b4e4-646b6695e442,3.0,1.0,1.0,4469699.38,10000.0,1499899.79333333,13.0,13.0,13.0,195312.0,195312.0,195312.0,4408191.84,4408191.84,4408191.84,1.0,22.57,22.57,22.57,50.0,0.2562613816564786
2023-01-01,91,3949186e-38b3-4f32-bd82-57bc8b5f292b,3.0,1.0,1.0,3978116.21,10000.0,1335705.40333333,2.0,2.0,2.0,167998.0,167998.0,167998.0,3885793.74,3885793.74,3885793.74,1.0,23.13,23.13,23.13,389.0,0.2569190620677391
2022-11-01,92,3a606f03-e569-40db-9a1d-09438302cc5b,3.0,0.0,2.0,3640076.03,27000.0,2435717.35333333,20.0,20.0,20.0,92835.4,92835.4,92835.4,3640076.03,3640076.03,3640076.03,1.0,39.21,39.21,39.21,1676.0,0.2562613816564786
2022-10-01,93,3af4b0c3-7d20-ed11-b826-005056b81dee,5.0,3.0,1.0,7511243.39,10000.0,1512248.678,15.0,15.0,15.0,175235.0,175235.0,175235.0,6208576.05,6208576.05,6208576.05,1.0,35.43,35.43,35.43,17.0,0.2759119696886695
2022-12-01,96,3c567f55-2334-ed11-b823-005056b8a72c,3.0,1.0,1.0,9254433.18,10000.0,3094811.06,4.0,4.0,4.0,224860.0,224860.0,224860.0,7672223.2,7672223.2,7672223.2,1.0,34.12,34.12,34.12,65.0,0.2569502347351826
2022-01-01,99,3eadbf8f-5ebb-4eb8-9ff6-1608d79a9b52,3.0,1.0,1.0,13477652.83,10000.0,4504884.27666667,19.0,19.0,19.0,157122.0,157122.0,157122.0,12349789.2,12349789.2,12349789.2,3.0,78.6,78.6,78.6,94.0,0.2570165748042274
2021-08-01,101,3ed46d8a-843e-4fed-af67-84bc1441d0f1,2.0,1.0,1.0,3186227.6,10000.0,1598113.8,6.0,6.0,6.0,156648.36,156648.36,156648.36,3186227.6,3186227.6,3186227.6,1.0,20.34,20.34,20.34,53.0,0.2562613816564786
2023-02-01,102,3ef762d0-761c-ed11-b823-005056b8a72c,3.0,1.0,1.0,9048885.58,10000.0,3026295.19333333,2.0,2.0,2.0,193030.0,193030.0,193030.0,7505006.4,7505006.4,7505006.4,1.0,38.88,38.88,38.88,150.0,0.2715273584409416
2022-08-01,103,400626ec-df04-448e-9c1f-0e392cd87008,4.0,2.0,1.0,8435083.7,10000.0,2128520.925,13.0,13.0,13.0,150432.0,150432.0,150432.0,8348976.0,8348976.0,8348976.0,2.0,55.5,55.5,55.5,199.0,0.2585078115133585
2021-12-01,105,40b06abd-9407-4b55-8813-462b0e35dd77,6.0,1.0,3.0,8883866.0,10000.0,4390402.96666667,17.0,17.0,17.0,221394.0,221394.0,221394.0,17490126.0,17490126.0,17490126.0,3.0,79.0,79.0,79.0,621.0,0.2562613816564786
2022-03-01,106,40f3ec86-d82d-4f03-987f-09f9999277ee,2.0,1.0,1.0,4915283.09,10000.0,2462641.545,11.0,11.0,11.0,146368.0,146368.0,146368.0,4925283.2,4925283.2,4925283.2,1.0,33.65,33.65,33.65,180.0,0.2562613816564786
2022-10-01,107,419ea23f-fdc6-ec11-b822-005056b8a6d9,5.0,2.0,1.0,10861720.55,10000.0,2735430.1375,19.0,7.0,11.8,206994.0,151269.0,173559.0,16131042.42,9785591.61,12323771.934,2.4,77.93,64.69,69.986,121.0,0.2725337429812928
2022-09-01,109,4254d821-5178-4ca4-8c11-36ab95994ce9,3.0,1.0,1.0,13297100.65,27000.0,4451366.88333333,10.0,10.0,10.0,353504.0,353504.0,353504.0,13327100.8,13327100.8,13327100.8,1.0,37.7,37.7,37.7,485.0,0.2593503605879155
2022-09-01,110,42987a0c-4257-458c-9051-b61c7141f4a2,6.0,4.0,1.0,13772296.96,20000.0,2318716.16,10.0,2.0,6.0,308160.0,221078.0,264619.0,13805568.0,9185790.9,11495679.45,2.0,44.8,41.55,43.175,120.0,0.2572174233749946
2022-02-01,111,42b9cf97-eac6-4796-8376-723c90c1cd3d,4.0,2.0,1.0,6158893.68,10000.0,1551473.42,18.0,12.0,16.5,243875.0,239727.0,240764.0,6189547.5,6062695.83,6094408.7475,1.0,25.38,25.29,25.3125,107.0,0.2570952770290215
2023-01-01,112,433a3f1e-0b30-ed11-b822-005056b8a6c4,4.0,2.0,1.0,20982746.6,30000.0,5268186.65,9.0,2.0,7.25,317129.0,298106.0,312373.25,22547871.9,20986662.4,22157569.525,4.0,71.1,70.4,70.925,109.0,0.2572174233749946
2022-05-01,113,44706b92-1b94-49bf-ae66-625379902f28,2.0,0.0,1.0,10122959.0,27000.0,5074979.5,31.0,31.0,31.0,131467.0,131467.0,131467.0,10122959.0,10122959.0,10122959.0,3.0,76.98,76.98,76.98,,0.2562613816564786
2023-01-01,114,44b68786-cfb0-435c-8040-a3cac230de9d,9.0,3.0,3.0,8960411.69,5000.0,1983292.25666667,27.0,1.0,16.333333333333332,260726.0,91284.0,198809.66666667,9070657.54,286631.76,5999981.71333333,1.0,35.36,3.14,24.43,205.0,0.2596951680407721
2022-12-01,115,44e80d57-462f-4162-84ec-3c974cf612aa,2.0,1.0,1.0,4826862.3,10000.0,2418431.15,11.0,11.0,11.0,146794.0,146794.0,146794.0,4836862.3,4836862.3,4836862.3,1.0,32.95,32.95,32.95,486.0,0.2569190620677391
2022-04-01,116,45aae4bb-99d4-4f89-8acf-c1ffe02cbad5,3.0,1.0,1.0,10287625.11,10000.0,3441541.70333333,11.0,11.0,11.0,159954.0,159954.0,159954.0,9125375.7,9125375.7,9125375.7,2.0,57.05,57.05,57.05,180.0,0.2530169467321295
2022-09-01,118,470aa580-7fc1-4c2b-8f38-4e3ebcff349b,2.0,1.0,1.0,5076964.61,10000.0,2543482.305,10.0,10.0,10.0,147128.0,147128.0,147128.0,4950857.2,4950857.2,4950857.2,1.0,33.65,33.65,33.65,341.0,0.2562613816564786
2023-01-01,119,473e6da1-87a7-4461-915b-f85917199154,3.0,1.0,1.0,4502115.25,10000.0,1510705.08333333,14.0,14.0,14.0,200268.0,200268.0,200268.0,4441944.24,4441944.24,4441944.24,1.0,22.18,22.18,22.18,345.0,0.2562613816564786
2021-12-01,121,495b5e24-08e8-40e7-9fc4-ff50569ce3b4,4.0,1.0,1.0,15229670.6,0.0,3821667.65,18.0,18.0,18.0,285607.0,285607.0,285607.0,16051113.4,16051113.4,16051113.4,2.0,56.2,56.2,56.2,301.0,0.2560610222605129
2022-06-01,122,4a5f8637-07bc-442e-b290-20046db755cb,11.0,4.0,3.0,4186347.3,0.0,1061630.22,16.0,6.0,10.727272727272728,228277.0,161542.0,190887.27272727,7715762.6,3615427.2,6437905.96272727,1.2727272727272727,46.33,21.12,33.89636363636364,344.0,0.2572174233749946
